verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label
yasumu,休む,やすむ,yasumu,отдыхать; брать выходной,N5,godan-mu,yasum,休み,休んだ,休んで,休まない,休めば,休んだら,休める,,休まれる,休ませる,休ませられる,休め,休むな,休もう,休みたい,休まなければ,休まなきゃ,休まなくちゃ,отдыхать,отдохнуть,отдыхаю,буду отдыхать,отдыхал(а),отдохнул(а),отдохну,отдохну,отдохнув,отдохни,отдохнём,пассив: действие «отдыхать» направлено на субъект,заставить / разрешить: отдохнуть,быть вынужденным: отдохнуть,休,休,む,mu,む,mu,み,mi,ま,ma,め,me,め,me,んで,nで,んで,nで,んだ,nだ,んだ,nだ,め,me,め,me,まれ,mare,ま|れ,ma|re,ませ,mase,ま|せ,ma|se,ませられ,maserare,ま|せ|ら|れ,ma|se|ra|re,め,me,め,me,もう,mou,も|う,mo|u,ma|mi|me|mo,,,,
yaru,やる,やる,yaru,делать; давать,N5,godan-ru,ya,やり,やった,やって,やらない,やれば,やったら,やれる,,やられる,やらせる,やらせられる,やれ,やるな,やろう,やりたい,やらなければ,やらなきゃ,やらなくちゃ,делать / давать,сделать / дать,делаю / даю,буду делать / давать,делал(а) / давал(а),сделал(а) / дал(а),сделаю / дам,сделаю / дам,сделав / дав,сделай / дай,сделаем / дадим,пассив: действие «делать / давать» направлено на субъект,заставить / разрешить: сделать / дать,быть вынужденным: сделать / дать,や,や,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
yobu,呼ぶ,よぶ,yobu,звать; вызывать,N5,godan-bu,yob,呼び,呼んだ,呼んで,呼ばない,呼べば,呼んだら,呼べる,,呼ばれる,呼ばせる,呼ばせられる,呼べ,呼ぶな,呼ぼう,呼びたい,呼ばなければ,呼ばなきゃ,呼ばなくちゃ,звать / вызывать,позвать / вызвать,зову / вызываю,буду звать / вызывать,звал(а) / вызывал(а),позвал(а) / вызвал(а),позову / вызову,позову / вызову,позвав / вызвав,позови / вызови,позовём / вызовем,пассив: действие «звать / вызывать» направлено на субъект,заставить / разрешить: позвать / вызвать,быть вынужденным: позвать / вызвать,呼,呼,ぶ,bu,ぶ,bu,び,bi,ば,ba,べ,be,べ,be,んで,nで,んで,nで,んだ,nだ,んだ,nだ,べ,be,べ,be,ばれ,bare,ば|れ,ba|re,ばせ,base,ば|せ,ba|se,ばせられ,baserare,ば|せ|ら|れ,ba|se|ra|re,べ,be,べ,be,ぼう,bou,ぼ|う,bo|u,ba|bi|be|bo,,,,
yomu,読む,よむ,yomu,читать,N5,godan-mu,yom,読み,読んだ,読んで,読まない,読めば,読んだら,読める,,読まれる,読ませる,読ませられる,読め,読むな,読もう,読みたい,読まなければ,読まなきゃ,読まなくちゃ,читать,прочитать,читаю,буду читать,читал(а),прочитал(а),прочитаю,прочитаю,прочитав,читай,прочитаем,быть подвергнутым действию «читать»,заставить / разрешить: прочитать,быть вынужденным: прочитать,読,読,む,mu,む,mu,み,mi,ま,ma,め,me,め,me,んで,nで,んで,nで,んだ,nだ,んだ,nだ,め,me,め,me,まれ,mare,ま|れ,ma|re,ませ,mase,ま|せ,ma|se,ませられ,maserare,ま|せ|ら|れ,ma|se|ra|re,め,me,め,me,もう,mou,も|う,mo|u,ma|mi|me|mo,,,,
wakaru,分かる,わかる,wakaru,понимать,N5,godan-ru,waka,分かり,分かった,分かって,分からない,分かれば,分かったら,分かれる,,分かられる,分からせる,分からせられる,分かれ,分かるな,分かろう,分かりたい,分からなければ,分からなきゃ,分からなくちゃ,понимать,понять,понимаю,буду понимать,понимал(а),понял(а),пойму,пойму,поняв,пойми,поймём,пассив: действие «понимать» направлено на субъект,заставить / разрешить: понять,быть вынужденным: понять,分か,分か,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
wasureru,忘れる,わすれる,wasureru,забывать,N5,ichidan,wasure,忘れ,忘れた,忘れて,忘れない,忘れれば,忘れたら,忘れられる,忘れれる,忘れられる,忘れさせる,忘れさせられる,忘れろ,忘れるな,忘れよう,忘れたい,忘れなければ,忘れなきゃ,忘れなくちゃ,забывать,забыть,забываю,буду забывать,забывал(а),забыл(а),забуду,забуду,забыв,не забудь,не забудем,быть подвергнутым действию «забывать»,заставить / разрешить: забыть,быть вынужденным: забыть,忘れ,忘れ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
watasu,渡す,わたす,watasu,передавать; вручать,N5,godan-su,watas,渡し,渡した,渡して,渡さない,渡せば,渡したら,渡せる,,渡される,渡させる,渡させられる,渡せ,渡すな,渡そう,渡したい,渡さなければ,渡さなきゃ,渡さなくちゃ,передавать / вручать,передать / вручить,передаю / вручаю,буду передавать / вручать,передавал(а) / вручал(а),передал(а) / вручил(а),передам / вручу,передам / вручу,передав / вручив,передай / вручи,передадим / вручим,пассив: действие «передавать / вручать» направлено на субъект,заставить / разрешить: передать / вручить,быть вынужденным: передать / вручить,渡,渡,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
wataru,渡る,わたる,wataru,переходить; пересекать,N5,godan-ru,wata,渡り,渡った,渡って,渡らない,渡れば,渡ったら,渡れる,,渡られる,渡らせる,渡らせられる,渡れ,渡るな,渡ろう,渡りたい,渡らなければ,渡らなきゃ,渡らなくちゃ,переходить / пересекать,перейти / пересечь,перехожу / пересекаю,буду переходить / пересекать,переходил(а) / пересекал(а),перешёл / перешла; пересёк(ла),перейду / пересеку,перейду / пересеку,перейдя / пересекая,перейди / пересеки,перейдём / пересечём,пассив: действие «переходить / пересекать» направлено на субъект,заставить / разрешить: перейти / пересечь,быть вынужденным: перейти / пересечь,渡,渡,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
kopi_suru,コピーする,コピーする,kopiーsuru,копировать,N5,suru,kopiーsu,コピーし,コピーした,コピーして,コピーしない,コピーすれば,コピーしたら,コピーできる,,コピーされる,コピーさせる,コピーさせられる,コピーしろ,コピーするな,コピーしよう,コピーしたい,コピーしなければ,コピーしなきゃ,コピーしなくちゃ,копировать,скопировать,копирую,буду копировать,копировал(а),скопировал(а),скопирую,скопирую,скопировав,скопируй,скопируем,пассив: действие «копировать» направлено на субъект,заставить / разрешить: скопировать,быть вынужденным: скопировать,コピー,コピー,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
au_2,合う,あう,au,подходить; совпадать,N4,godan-u,a,合い,合った,合って,合わない,合えば,合ったら,合える,,合われる,合わせる,合わせられる,合え,合うな,合おう,合いたい,合わなければ,合わなきゃ,合わなくちゃ,подходить / совпадать,подойти / совпасть,подходит / совпадает,буду подходить / совпадать,подходило / совпадало,подошло / совпало,подойдёт / совпадёт,подойдёт / совпадёт,подойдя / совпав,—,—,пассив: действие «подходить / совпадать» направлено на субъект,заставить / разрешить: подойти / совпасть,быть вынужденным: подойти / совпасть,合,合,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,
agaru,上がる,あがる,agaru,подниматься,N4,godan-ru,aga,上がり,上がった,上がって,上がらない,上がれば,上がったら,上がれる,,上がられる,上がらせる,上がらせられる,上がれ,上がるな,上がろう,上がりたい,上がらなければ,上がらなきゃ,上がらなくちゃ,подниматься,подняться,поднимаюсь,буду подниматься,поднимался(ась),поднялся(ась),поднимусь,поднимусь,поднявшись,поднимайся,поднимемся,пассив: действие «подниматься» направлено на субъект,заставить / разрешить: подняться,быть вынужденным: подняться,上が,上が,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
ageru_2,あげる,あげる,ageru,давать кому-то,N4,ichidan,age,あげ,あげた,あげて,あげない,あげれば,あげたら,あげられる,あげれる,あげられる,あげさせる,あげさせられる,あげろ,あげるな,あげよう,あげたい,あげなければ,あげなきゃ,あげなくちゃ,давать,дать,даю,буду давать,давал(а),дал(а),дам,дам,дав,дай,дадим,пассив: действие «давать» направлено на субъект,заставить / разрешить: дать,быть вынужденным: дать,あげ,あげ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
atsumaru,集まる,あつまる,atsumaru,собираться,N4,godan-ru,atsuma,集まり,集まった,集まって,集まらない,集まれば,集まったら,集まれる,,集まられる,集まらせる,集まらせられる,集まれ,集まるな,集まろう,集まりたい,集まらなければ,集まらなきゃ,集まらなくちゃ,собираться,собраться,собираюсь,буду собираться,собирался(ась),собрался(ась),соберусь,соберусь,собравшись,собирайся,соберёмся,пассив: действие «собираться» направлено на субъект,заставить / разрешить: собраться,быть вынужденным: собраться,集ま,集ま,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
atsumeru,集める,あつめる,atsumeru,собирать,N4,ichidan,atsume,集め,集めた,集めて,集めない,集めれば,集めたら,集められる,集めれる,集められる,集めさせる,集めさせられる,集めろ,集めるな,集めよう,集めたい,集めなければ,集めなきゃ,集めなくちゃ,собирать,собрать,собираю,буду собирать,собирал(а),собрал(а),соберу,соберу,собрав,собери,соберём,быть подвергнутым действию «собирать»,заставить / разрешить: собрать,быть вынужденным: собрать,集め,集め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
